id,category,product_id
6003,free-time/toys,1123
6004,pastry/sweet,1125
6005,basic/tea-coffee-soups,1125
6006,free-time/toys,1125
6007,pastry/sweet,1127
6008,basic/tea-coffee-soups,1127
6009,free-time/toys,1127
6010,pastry/sweet,1130
6011,basic/tea-coffee-soups,1130
6012,free-time/toys,1130
6013,pastry/sweet,1134
6014,basic/tea-coffee-soups,1134
6015,free-time/toys,1134
6016,pastry/sweet,1136
6017,basic/tea-coffee-soups,1136
6018,free-time/toys,1136
6019,pastry/sweet,1146
6020,basic/tea-coffee-soups,1146
6021,free-time/toys,1146
6022,pastry/sweet,1151
6023,basic/tea-coffee-soups,1151
6024,free-time/toys,1151
6025,pastry/sweet,1155
6026,home/decorations,1155
6027,other,1155
6028,home/plants-garden,1158
6029,free-time/books-news-magazines,1158
6030,drugstore/beauty,1158
6031,home/plants-garden,1220
6032,free-time/books-news-magazines,1220
6033,drugstore/beauty,1220
6034,home/plants-garden,1270
6035,free-time/books-news-magazines,1270
6036,drugstore/beauty,1270
6037,fruits-veg/vegetable,1285
6038,pastry/basic,1285
6039,basic/spices,1285
6040,fruits-veg/vegetable,1287
6041,snacks/salty,1287
6042,free-time/books-news-magazines,1287
6043,fruits-veg/vegetable,1271
6044,home/plants-garden,1271
6045,drinks/beer,1271
6046,dairy/butter,1288
6047,basic/oil-acid-grease,1288
6048,fruits-veg/dried-nuts,1288
6049,meat/deli,1289
6050,basic/sauces,1289
6051,meat/fish,1289
6052,basic/baking,639
6053,drinks/non-alcoholic,639
6054,home/plants-garden,639
6055,basic/baking,1290
6056,home/maintenence,1290
6057,home/cleaning,1290
6058,meat/meat-products,640
6059,basic/spread,640
6060,meat/smoked,640
6061,meat/meat-products,1291
6062,basic/spread,1291
6063,meat/meat,1291
6064,dairy/joghurts,602
6065,dairy/lact-free,602
6066,basic/canned-fruits-vegetable,602
6067,meat/meat,1300
6068,fruits-veg/fruit,1292
6069,drinks/beer,1300
6070,basic/canned-fruits-vegetable,1292
6071,home/decorations,1300
6072,home/plants-garden,1292
6073,meat/meat,1302
6074,drinks/beer,1302
6075,dairy/cream,1293
6076,home/decorations,1302
6077,basic/spread,1293
6078,basic/baking,1293
6079,home/maintenence,1304
6080,home/accessories,1304
6081,dairy/cream,1294
6082,home/decorations,1304
6083,basic/baking,1294
6084,basic/spread,1294
6085,dairy/butter,1305
6086,pastry/salty,1305
6087,dairy/lact-free,1305
6088,dairy/cheese,635
6089,drinks/alcohol,635
6090,basic/tea-coffee-soups,635
6091,meat/meat,1306
6092,meat/meat-products,1306
6093,basic/canned-fruits-vegetable,1295
6094,pastry/basic,1306
6095,baby/supplies-hygiene,1295
6096,fruits-veg/fruit,1295
6097,dairy/eggs,1307
6098,dairy/joghurts,1307
6099,fruits-veg/vegetable,1296
6100,pastry/salty,1307
6101,dairy/cheese,1296
6102,home/office,1296
6103,dairy/cheese,1309
6104,frozen/instant,1309
6105,meat/fish,1309
6106,fashion/clothes,1297
6107,snacks/sweet,1297
6108,fruits-veg/fruit,1297
6109,dairy/joghurts,1310
6110,dairy/lact-free,1310
6111,health/vitamins-ointments,1310
6112,pastry/sweet,628
6113,basic/pasta,628
6114,drinks/alcohol,628
6115,dairy/joghurts,1311
6116,fruits-veg/vegetable,1298
6117,dairy/lact-free,1311
6118,basic/canned-fruits-vegetable,1298
6119,pastry/sweet,1311
6120,fruits-veg/fruit,1298
6121,dairy/joghurts,1312
6122,dairy/lact-free,1312
6123,pastry/basic,1052
6124,pastry/salty,1312
6125,basic/sugar-flour-rice,1052
6126,home/accessories,1052
6127,pastry/sweet,1299
6128,fruits-veg/vegetable,1313
6129,snacks/sweet,1299
6130,pastry/salty,1313
6131,drinks/alcohol,1299
6132,basic/sugar-flour-rice,1313
6133,fruits-veg/vegetable,1314
6134,pastry/sweet,373
6135,fashion/clothes,1314
6136,home/decorations,373
6137,basic/baking,1314
6138,snacks/sweet,373
6139,home/office,1315
6140,home/accessories,1315
6141,basic/baking,1315
6142,fruits-veg/vegetable,1316
6143,basic/canned-fruits-vegetable,1316
6144,dairy/cheese,1316
6145,fruits-veg/vegetable,1317
6146,dairy/cheese,1317
6147,drinks/beer,1317
6148,fruits-veg/vegetable,1318
6149,drinks/beer,1318
6150,basic/baking,1318
6151,home/maintenence,1319
6152,home/office,1319
6153,basic/pasta,1319
6154,basic/canned-fruits-vegetable,1320
6155,baby/supplies-hygiene,1320
6156,fruits-veg/fruit,1320
6157,home/maintenence,1321
6158,auto/care,1321
6159,free-time/toys,1321
6160,drugstore/beauty,1322
6161,drugstore/hygiene,1322
6162,home/maintenence,1322
6163,snacks/sweet,1323
6164,health/vitamins-ointments,1323
6165,home/maintenence,1323
6166,home/office,1324
6167,home/accessories,1324
6168,fruits-veg/vegetable,1324
6169,health/vitamins-ointments,1325
6170,dairy/joghurts,1325
6171,dairy/lact-free,1325
6172,snacks/sweet,1326
6173,drugstore/hygiene,1326
6174,home/maintenence,1326
6175,home/maintenence,1327
6176,drugstore/beauty,1327
6177,drinks/beer,1327
6178,home/maintenence,1328
6179,drugstore/beauty,1328
6180,home/office,1328
6181,basic/morning,1329
6182,health/vitamins-ointments,1329
6183,snacks/sweet,1329
6184,basic/canned-fruits-vegetable,1330
6185,fruits-veg/fruit,1330
6186,fruits-veg/vegetable,1330
6187,basic/morning,1331
6188,health/vitamins-ointments,1331
6189,baby/supplies-hygiene,1331
6190,dairy/joghurts,1332
6191,snacks/sweet,1332
6192,pastry/sweet,1332
6193,basic/morning,1333
6194,baby/food,1333
6195,health/vitamins-ointments,1333
6196,snacks/salty,1334
6197,fruits-veg/vegetable,1334
6198,drinks/alcohol,1334
6199,snacks/salty,1335
6200,meat/smoked,1335
6201,free-time/toys,1335
6202,snacks/salty,1336
6203,home/office,1336
6204,home/maintenence,1336
6205,baby/supplies-hygiene,1337
6206,drugstore/hygiene,1337
6207,home/laundry,1337
6208,drinks/juice,1338
6209,drinks/non-alcoholic,1338
6210,basic/canned-fruits-vegetable,1338
6211,drinks/juice,1339
6212,drinks/non-alcoholic,1339
6213,home/plants-garden,1339
6214,snacks/sweet,1340
6215,drugstore/dental,1340
6216,dairy/milk,1340
6217,pastry/sweet,1342
6218,snacks/sweet,1342
6219,snacks/salty,1342
6220,free-time/visual,1344
6221,home/office,1344
6222,drugstore/beauty,1344
6223,snacks/salty,1345
6224,pastry/salty,1345
6225,basic/tea-coffee-soups,1345
6226,snacks/sweet,1346
6227,frozen/sweet,1346
6228,home/accessories,1346
6229,drinks/non-alcoholic,1347
6230,home/maintenence,1347
6231,basic/tea-coffee-soups,1347
6232,home/maintenence,1348
6233,drugstore/beauty,1348
6234,auto/care,1348
6235,baby/supplies-hygiene,1349
6236,home/maintenence,1349
6237,home/cleaning,1349
6238,home/cleaning,1350
6239,drinks/wine,1350
6240,drugstore/hygiene,1350
6241,baby/supplies-hygiene,1351
6242,home/maintenence,1351
6243,home/cleaning,1351
6244,baby/supplies-hygiene,1352
6245,home/maintenence,1352
6246,home/cleaning,1352
6247,home/cleaning,1353
6248,drinks/non-alcoholic,1353
6249,home/maintenence,1353
6250,drugstore/dental,1354
6251,drugstore/beauty,1354
6252,drugstore/hygiene,1354
6253,baby/food,1355
6254,drinks/non-alcoholic,1355
6255,drinks/mineral-water,1355
6256,home/office,1356
6257,meat/fish,1356
6258,home/maintenence,1356
6259,other,1357
6260,free-time/other,1357
6261,home/cleaning,1357
6262,free-time/other,1358
6263,home/maintenence,1358
6264,drinks/alcohol,1358
6265,home/maintenence,1359
6266,health/medical-supplies,1359
6267,drinks/non-alcoholic,1359
6268,health/vitamins-ointments,1360
6269,other,1360
6270,home/maintenence,1360
6271,health/medical-supplies,1361
6272,home/laundry,1361
6273,health/vitamins-ointments,1361
6274,health/vitamins-ointments,1362
6275,home/office,1362
6276,dairy/lact-free,1362
6277,auto/care,1363
6278,home/maintenence,1363
6279,health/medical-supplies,1363
6280,drinks/mineral-water,1364
6281,drinks/non-alcoholic,1364
6282,home/maintenence,1364
6283,meat/meat-products,1365
6284,pastry/basic,1365
6285,basic/sugar-flour-rice,1365
6286,basic/spices,1366
6287,drinks/beer,1366
6288,fruits-veg/vegetable,1366
6289,free-time/visual,1367
6290,home/office,1367
6291,baby/fake-food,1367
6292,home/maintenence,1368
6293,home/office,1368
6294,basic/wheat-legumes,1368
6295,basic/wheat-legumes,1369
6296,health/vitamins-ointments,1369
6297,other,1369
6298,home/office,1370
6299,basic/baking,1370
6300,home/maintenence,1370
6301,basic/baking,1371
6302,snacks/sweet,1371
6303,drinks/non-alcoholic,1371
6304,basic/baking,1372
6305,dairy/cheese,1372
6306,fashion/clothes,1372
6307,drinks/non-alcoholic,1373
6308,drinks/mineral-water,1373
6309,drugstore/beauty,1373
6310,dairy/cheese,1374
6311,fruits-veg/vegetable,1374
6312,dairy/joghurts,1374
6313,drinks/mineral-water,1375
6314,meat/meat-products,1375
6315,baby/food,1375
6316,drinks/mineral-water,1376
6317,dairy/milk,1376
6318,drinks/non-alcoholic,1376
6319,dairy/milk,1377
6320,drinks/mineral-water,1377
6321,drinks/non-alcoholic,1377
6322,drinks/beer,1378
6323,fruits-veg/vegetable,1378
6324,dairy/cheese,1378
6325,dairy/cheese,1379
6326,meat/fish,1379
6327,dairy/joghurts,1379
6328,pastry/sweet,1380
6329,drugstore/beauty,1380
6330,basic/jams-marmelade-honey,1380
6331,snacks/sweet,1381
6332,home/office,1381
6333,health/medical-supplies,1381
6334,snacks/sweet,1382
6335,health/vitamins-ointments,1382
6336,basic/morning,1382
6337,dairy/milk,1383
6338,pastry/sweet,1383
6339,health/vitamins-ointments,1383
6340,baby/food,1384
6341,basic/tea-coffee-soups,1384
6342,snacks/sweet,1384
6343,pastry/sweet,1385
6344,home/decorations,1385
6345,drinks/wine,1385
6346,fruits-veg/fruit,1386
6347,free-time/books-news-magazines,1386
6348,meat/meat-products,1386
6349,pastry/salty,1387
6350,pastry/sweet,1387
6351,meat/deli,1387
6352,pastry/basic,1388
6353,pastry/salty,1388
6354,meat/deli,1388
6355,pastry/sweet,1389
6356,drugstore/beauty,1389
6357,pastry/salty,1389
6358,pastry/sweet,1390
6359,dairy/joghurts,1390
6360,snacks/sweet,1390
6361,pastry/sweet,1391
6362,snacks/sweet,1391
6363,dairy/joghurts,1391
6364,dairy/joghurts,1392
6365,dairy/cheese,1392
6366,pastry/sweet,1392
6367,baby/supplies-hygiene,847
6368,dairy/milk,847
6369,baby/fake-food,847
6370,drugstore/dental,1393
6371,snacks/salty,1393
6372,dairy/joghurts,1393
6373,baby/food,1355
6374,baby/fake-food,1355
6375,drinks/non-alcoholic,1355
6376,basic/tea-coffee-soups,844
6377,basic/canned-fruits-vegetable,844
6378,meat/fish,844
6379,home/maintenence,1394
6380,home/cleaning,1394
6381,other,1394
6382,other,657
6383,free-time/other,657
6384,meat/meat,657
6385,fruits-veg/fruit,658
6386,eating,658
6387,meat/meat-products,658
6388,snacks/sweet,625
6389,fruits-veg/vegetable,625
6390,dairy/joghurts,625
6391,dairy/joghurts,1395
6392,basic/baking,1395
6393,basic/soy-products,1395
6394,basic/soy-products,1396
6395,home/laundry,1396
6396,health/vitamins-ointments,1396
6397,frozen/sweet,653
6398,snacks/sweet,653
6399,drinks/alcohol,653
6400,home/maintenence,1397
6401,snacks/sweet,1397
6402,health/vitamins-ointments,1397
6403,home/maintenence,1397
6404,snacks/sweet,1397
6405,health/vitamins-ointments,1397
6406,meat/meat-products,1398
6407,meat/deli,1398
6408,drinks/mineral-water,1398
6409,fruits-veg/vegetable,795
6410,dairy/cheese,795
6411,drinks/alcohol,795
6412,dairy/cheese,794
6413,free-time/books-news-magazines,794
6414,drinks/wine,794
6415,basic/spread,1399
6416,fruits-veg/fruit,1399
6417,drinks/alcohol,1399
6418,fruits-veg/fruit,1400
6419,fruits-veg/vegetable,1400
6420,drinks/mineral-water,1400
6421,meat/meat-products,1401
6422,pastry/basic,1401
6423,fruits-veg/fruit,1401
6424,meat/meat-products,783
6425,free-time/books-news-magazines,783
6426,fruits-veg/fruit,783
6427,dairy/butter,594
6428,pastry/salty,594
6429,dairy/lact-free,594
6430,dairy/cheese,1402
6431,drinks/alcohol,1402
6432,fruits-veg/vegetable,1402
6433,dairy/cheese,1403
6434,drinks/alcohol,1403
6435,meat/meat-products,1403
6436,dairy/cheese,1404
6437,dairy/joghurts,1404
6438,fruits-veg/vegetable,1404
6439,fruits-veg/fruit,1405
6440,snacks/salty,1405
6441,meat/smoked,1405
6442,frozen/fruit-vegetable,1406
6443,home/decorations,1406
6444,pastry/salty,1406
6445,pastry/sweet,1407
6446,basic/tea-coffee-soups,1407
6447,snacks/sweet,1407
6448,drinks/alcohol,1408
6449,fruits-veg/vegetable,1408
6450,basic/tea-coffee-soups,1408
6451,snacks/sweet,1409
6452,baby/food,1409
6453,fruits-veg/dried-nuts,1409
6454,snacks/salty,1410
6455,fruits-veg/dried-nuts,1410
6456,fruits-veg/fruit,1410
6457,dairy/cheese,363
6458,drinks/alcohol,363
6459,drinks/wine,363
6460,basic/baking,639
6461,home/plants-garden,639
6462,drinks/non-alcoholic,639
6463,pastry/basic,1052
6464,home/accessories,1052
6465,basic/instant,1052
6466,pastry/sweet,373
6467,home/decorations,373
6468,snacks/sweet,373
6469,pastry/sweet,942
6470,snacks/sweet,942
6471,meat/fish,942
6472,drinks/alcohol,1411
6473,drinks/wine,1411
6474,drinks/non-alcoholic,1411
6475,drinks/wine,1412
6476,drinks/alcohol,1412
6477,drinks/non-alcoholic,1412
6478,pastry/sweet,1413
6479,snacks/sweet,1413
6480,home/accessories,1413
6481,basic/oil-acid-grease,1414
6482,home/decorations,1414
6483,basic/spices,1414
6484,pastry/sweet,1415
6485,dairy/joghurts,1415
6486,fruits-veg/vegetable,1415
6487,meat/meat-products,1416
6488,meat/meat,1416
6489,fashion/clothes,1416
6490,meat/smoked,1417
6491,meat/meat-products,1417
6492,pastry/salty,1417
6493,snacks/sweet,1418
6494,health/vitamins-ointments,1418
6495,health/medical-supplies,1418
6496,basic/sauces,1419
6497,basic/canned-fruits-vegetable,1419
6498,baby/supplies-hygiene,1419
6499,pastry/basic,1420
6500,pastry/other,1420
6501,meat/meat,1420
6502,pastry/salty,1421
6503,basic/spread,1421
6504,frozen/instant,1421
6505,drinks/alcohol,1422
6506,meat/meat-products,1422
6507,dairy/cheese,1422
6508,drinks/alcohol,1423
6509,meat/meat-products,1423
6510,dairy/cheese,1423
6511,meat/meat-products,931
6512,basic/spread,931
6513,meat/meat,931
6514,fruits-veg/fruit,1425
6515,basic/canned-fruits-vegetable,1425
6516,basic/pasta,1425
6517,fruits-veg/dried-nuts,1427
6518,free-time/books-news-magazines,1427
6519,snacks/sweet,1427
6520,baby/food,1429
6521,basic/tea-coffee-soups,1429
6522,snacks/sweet,1429
6523,pets,1430
6524,home/laundry,1430
6525,drugstore/beauty,1430
6526,drugstore/hygiene,1431
6527,baby/supplies-hygiene,1431
6528,drugstore/beauty,1431
6529,pastry/sweet,1432
6530,snacks/sweet,1432
6531,drugstore/beauty,1432
6532,free-time/toys,1433
6533,baby/supplies-hygiene,1433
6534,drinks/juice,1433
6535,baby/food,1434
6536,basic/tea-coffee-soups,1434
6537,snacks/sweet,1434
6538,dairy/cheese,1435
6539,basic/tea-coffee-soups,1435
6540,drinks/mineral-water,1435
6541,basic/pasta,633
6542,baby/supplies-hygiene,633
6543,home/maintenence,633
6544,snacks/sweet,1436
6545,health/vitamins-ointments,1436
6546,dairy/milk,1436
6547,basic/spread,634
6548,dairy/cream,634
6549,meat/meat-products,634
6550,meat/smoked,785
6551,pastry/salty,785
6552,meat/meat-products,785
6553,dairy/cheese,1437
6554,fruits-veg/vegetable,1437
6555,eating,1437
6556,dairy/butter,1438
6557,basic/oil-acid-grease,1438
6558,free-time/books-news-magazines,1438
6559,dairy/cream,1439
6560,dairy/joghurts,1439
6561,basic/spread,1439
6562,meat/smoked,1440
6563,meat/meat-products,1440
6564,dairy/cream,1440
6565,basic/sauces,638
6566,basic/spread,638
6567,basic/pasta,638
6568,fruits-veg/fruit,1441
6569,fruits-veg/vegetable,1441
6570,free-time/books-news-magazines,1441
6571,pastry/basic,648
6572,pastry/other,648
6573,basic/instant,648
6574,basic/pasta,628
6575,pastry/sweet,628
6576,drinks/alcohol,628
6577,pastry/sweet,646
6578,meat/fish,646
6579,basic/jams-marmelade-honey,646
6580,home/maintenence,1442
6581,baby/supplies-hygiene,1442
6582,snacks/sweet,1442
6583,meat/meat-products,1443
6584,free-time/books-news-magazines,1443
6585,home/plants-garden,1443
6586,home/maintenence,904
6587,dairy/milk,904
6588,home/decorations,904
6589,home/accessories,1444
6590,home/office,1444
6591,home/decorations,1444
6592,health/medical-supplies,1445
6593,dairy/lact-free,1445
6594,auto/care,1445
6595,eating,1446
6596,fruits-veg/fruit,1446
6597,drinks/wine,1446
6598,dairy/cheese,1447
6599,meat/fish,1447
6600,home/accessories,1447
6601,basic/baking,1448
6602,basic/spread,1448
6603,home/accessories,1448
6604,fruits-veg/vegetable,1449
6605,drinks/beer,1449
6606,basic/canned-fruits-vegetable,1449
6607,drinks/alcohol,1450
6608,drinks/wine,1450
6609,fruits-veg/vegetable,1450
6610,fruits-veg/fruit,1451
6611,meat/meat,1451
6612,basic/instant,1451
6613,drinks/beer,1452
6614,dairy/cheese,1452
6615,drinks/non-alcoholic-beer,1452
6616,basic/sauces,1453
6617,basic/flavoring,1453
6618,basic/canned-fruits-vegetable,1453
6619,free-time/books-news-magazines,1454
6620,drinks/alcohol,1454
6621,home/plants-garden,1454
6622,home/plants-garden,1455
6623,basic/baking,1455
6624,drinks/beer,1455
6625,meat/meat,1456
6626,dairy/cheese,1456
6627,meat/fish,1456
6628,meat/meat,1457
6629,basic/jams-marmelade-honey,1457
6630,fashion/clothes,1457
6631,fruits-veg/vegetable,795
6632,drinks/alcohol,795
6633,dairy/cheese,795
6634,basic/tea-coffee-soups,1458
6635,drinks/non-alcoholic,1458
6636,drinks/alcohol,1458
6637,basic/tea-coffee-soups,1459
6638,snacks/salty,1459
6639,drinks/juice,1459
6640,basic/tea-coffee-soups,1460
6641,home/plants-garden,1460
6642,fruits-veg/fruit,1460
6643,auto/fuel,1461
6644,other,1461
6645,free-time/other,1461
6646,snacks/sweet,1462
6647,dairy/milk,1462
6648,pastry/sweet,1462
6649,other,1463
6650,eating,1463
6651,home/office,1463
6652,eating,1464
6653,free-time/books-news-magazines,1464
6654,other,1464
6655,meat/meat,1465
6656,pastry/sweet,1465
6657,home/accessories,1465
6658,basic/pasta,1466
6659,basic/canned-fish,1466
6660,basic/baking,1466
6661,eating,1467
6662,free-time/books-news-magazines,1467
6663,other,1467
6664,other,1468
6665,eating,1468
6666,basic/jams-marmelade-honey,1468
6667,snacks/sweet,1469
6668,drinks/alcohol,1469
6669,frozen/instant,1469
6670,drinks/non-alcoholic,1470
6671,basic/canned-fruits-vegetable,1470
6672,home/cleaning,1470
6673,drinks/non-alcoholic,1470
6674,basic/canned-fruits-vegetable,1470
6675,home/cleaning,1470
6676,home/maintenence,1471
6677,drugstore/hygiene,1471
6678,home/cleaning,1471
6679,home/maintenence,1472
6680,free-time/other,1472
6681,basic/sauces,1472
6682,home/maintenence,1473
6683,home/cleaning,1473
6684,other,1473
6685,baby/food,1355
6686,drinks/non-alcoholic,1355
6687,baby/fake-food,1355
6688,dairy/cheese,1474
6689,basic/soy-products,1474
6690,meat/fish,1474
6691,drinks/alcohol,1475
6692,drinks/non-alcoholic,1475
6693,drugstore/beauty,1475
6694,drugstore/hygiene,1476
6695,drugstore/beauty,1476
6696,basic/sauces,1476
6697,home/office,1477
6698,home/plants-garden,1477
6699,meat/deli,1477
6700,basic/canned-fish,1478
6701,basic/sauces,1478
6702,pastry/salty,1478
6703,basic/spread,775
6704,dairy/milk,775
6705,basic/baking,775
6706,health/vitamins-ointments,1479
6707,snacks/sweet,1479
6708,baby/supplies-hygiene,1479
6709,fruits-veg/vegetable,1480
6710,drinks/beer,1480
6711,basic/flavoring,1480
6712,fruits-veg/fruit,1481
6713,dairy/milk,1481
6714,snacks/sweet,1481
6715,health/vitamins-ointments,1482
6716,home/maintenence,1482
6717,snacks/sweet,1482
6718,dairy/milk,1483
6719,drinks/mineral-water,1483
6720,dairy/lact-free,1483
6721,home/maintenence,1484
6722,snacks/sweet,1484
6723,pastry/sweet,1484
6724,pastry/basic,1485
6725,basic/instant,1485
6726,pastry/other,1485
6727,basic/sugar-flour-rice,1486
6728,meat/fish,1486
6729,home/maintenence,1486
6730,dairy/cheese,1487
6731,dairy/joghurts,1487
6732,drinks/beer,1487
6733,basic/baking,1488
6734,dairy/joghurts,1488
6735,health/vitamins-ointments,1488
6736,basic/canned-fruits-vegetable,1489
6737,health/vitamins-ointments,1489
6738,dairy/joghurts,1489
6739,snacks/sweet,1490
6740,home/maintenence,1490
6741,fashion/clothes,1490
6742,snacks/sweet,1491
6743,drugstore/hygiene,1491
6744,home/maintenence,1491
6745,home/maintenence,1492
6746,home/accessories,1492
6747,pastry/other,1492
6748,drugstore/beauty,1493
6749,dairy/joghurts,1493
6750,pastry/salty,1493
6751,baby/supplies-hygiene,1494
6752,basic/canned-fruits-vegetable,1494
6753,home/maintenence,1494
6754,baby/food,1495
6755,baby/supplies-hygiene,1495
6756,health/vitamins-ointments,1495
6757,baby/food,1496
6758,health/vitamins-ointments,1496
6759,dairy/joghurts,1496
6760,fruits-veg/fruit,1497
6761,baby/supplies-hygiene,1497
6762,baby/food,1497
6763,baby/supplies-hygiene,1498
6764,basic/canned-fruits-vegetable,1498
6765,home/cleaning,1498
6766,baby/supplies-hygiene,1499
6767,home/maintenence,1499
6768,home/cleaning,1499
6769,baby/supplies-hygiene,1500
6770,fruits-veg/fruit,1500
6771,baby/food,1500
6772,health/vitamins-ointments,1501
6773,snacks/sweet,1501
6774,dairy/joghurts,1501
6775,pastry/sweet,1502
6776,baby/supplies-hygiene,1502
6777,home/maintenence,1502
6778,snacks/sweet,1503
6779,health/vitamins-ointments,1503
6780,dairy/lact-free,1503
6781,home/maintenence,1504
6782,home/accessories,1504
6783,auto/care,1504
6784,auto/care,1505
6785,home/maintenence,1505
6786,home/accessories,1505
6787,drugstore/beauty,1506
6788,home/maintenence,1506
6789,home/accessories,1506
6790,free-time/books-news-magazines,1507
6791,basic/baking,1507
6792,home/plants-garden,1507
6793,basic/baking,1508
6794,home/plants-garden,1508
6795,free-time/books-news-magazines,1508
6796,home/office,1509
6797,home/maintenence,1509
6798,auto/care,1509
6799,drinks/alcohol,1510
6800,home/decorations,1510
6801,pastry/sweet,1510
6802,home/office,1511
6803,home/maintenence,1511
6804,other,1511
6805,home/office,1512
6806,home/plants-garden,1512
6807,meat/meat,1512
6808,home/office,1513
6809,home/maintenence,1513
6810,health/vitamins-ointments,1513
6811,home/office,1514
6812,home/maintenence,1514
6813,other,1514
6814,free-time/visual,1515
6815,drugstore/beauty,1515
6816,basic/oil-acid-grease,1515
6817,home/office,1516
6818,meat/fish,1516
6819,free-time/visual,1516
6820,meat/fish,1517
6821,home/office,1517
6822,basic/instant,1517
6823,home/office,1518
6824,home/maintenence,1518
6825,health/vitamins-ointments,1518
6826,home/office,1519
6827,other,1519
6828,home/maintenence,1519
6829,home/office,1520
6830,home/plants-garden,1520
6831,health/vitamins-ointments,1520
6832,home/office,1521
6833,health/vitamins-ointments,1521
6834,home/maintenence,1521
6835,home/maintenence,1522
6836,basic/sauces,1522
6837,snacks/sweet,1522
6838,baby/supplies-hygiene,1523
6839,dairy/milk,1523
6840,baby/fake-food,1523
6841,snacks/sweet,1524
6842,drugstore/hygiene,1524
6843,snacks/salty,1524
6844,pastry/other,1525
6845,health/vitamins-ointments,1525
6846,home/office,1525
6847,basic/sugar-flour-rice,1526
6848,fruits-veg/vegetable,1526
6849,home/accessories,1526
6850,drinks/beer,798
6851,home/plants-garden,798
6852,basic/baking,798
6853,drinks/beer,799
6854,home/plants-garden,799
6855,snacks/salty,799
6856,drinks/beer,1527
6857,snacks/sweet,1527
6858,free-time/toys,1527
6859,home/plants-garden,800
6860,home/office,800
6861,pastry/sweet,800
6862,home/plants-garden,1528
6863,pastry/salty,1528
6864,home/accessories,1528
6865,basic/pasta,1529
6866,home/plants-garden,1529
6867,home/maintenence,1529
6868,free-time/toys,1530
6869,home/accessories,1530
6870,meat/fish,1530
6871,home/cleaning,1531
6872,meat/fish,1531
6873,basic/sauces,1531
6874,fruits-veg/vegetable,1532
6875,free-time/books-news-magazines,1532
6876,dairy/cheese,1532
6877,dairy/milk,1483
6878,drinks/mineral-water,1483
6879,dairy/lact-free,1483
6880,meat/meat-products,1533
6881,fruits-veg/vegetable,1533
6882,drinks/mineral-water,1533
6883,fruits-veg/vegetable,1534
6884,home/plants-garden,1534
6885,drinks/beer,1534
6886,meat/meat,1535
6887,home/plants-garden,1535
6888,basic/sugar-flour-rice,1535
6889,home/plants-garden,800
6890,home/office,800
6891,home/cleaning,800
6892,dairy/eggs,1536
6893,baby/fake-food,1536
6894,fruits-veg/vegetable,1536
6895,health/medical-supplies,1537
6896,drugstore/beauty,1537
6897,auto/care,1537
6898,home/maintenence,1538
6899,basic/tea-coffee-soups,1538
6900,other,1538
6901,basic/sauces,1539
6902,basic/spread,1539
6903,pastry/salty,1539
6904,fruits-veg/vegetable,795
6905,drinks/alcohol,795
6906,dairy/cheese,795
6907,dairy/cream,1540
6908,basic/baking,1540
6909,basic/spread,1540
6910,meat/deli,1541
6911,meat/fish,1541
6912,home/maintenence,1541
6913,pastry/other,1542
6914,basic/instant,1542
6915,meat/meat-products,1542
6916,meat/meat,1543
6917,meat/meat-products,1543
6918,pastry/basic,1543
6919,pastry/other,1544
6920,pastry/salty,1544
6921,basic/instant,1544
6922,dairy/milk,1545
6923,dairy/joghurts,1545
6924,drinks/non-alcoholic,1545
6925,dairy/eggs,1546
6926,fruits-veg/vegetable,1546
6927,home/accessories,1546
6928,dairy/joghurts,1547
6929,dairy/lact-free,1547
6930,basic/spices,1547
6931,basic/pasta,1548
6932,basic/instant,1548
6933,home/office,1548
6934,home/maintenence,904
6935,dairy/milk,904
6936,home/decorations,904
6937,drinks/alcohol,1549
6938,basic/baking,1549
6939,free-time/books-news-magazines,1549
6940,free-time/books-news-magazines,915
6941,pastry/basic,915
6942,free-time/toys,915
6943,fruits-veg/vegetable,1550
6944,snacks/salty,1550
6945,meat/fish,1550
6946,snacks/sweet,1551
6947,health/vitamins-ointments,1551
6948,home/laundry,1551
6949,basic/pasta,1552
6950,home/accessories,1552
6951,home/office,1552
6952,basic/pasta,1553
6953,basic/sauces,1553
6954,basic/instant,1553
6955,meat/meat-products,1555
6956,basic/spread,1555
6957,meat/meat,1555
6958,meat/meat-products,1556
6959,basic/spread,1556
6960,meat/meat,1556
6961,drinks/mineral-water,1557
6962,free-time/books-news-magazines,1557
6963,home/plants-garden,1557
6964,drinks/non-alcoholic,1558
6965,home/maintenence,1558
6966,drinks/alcohol,1558
6967,drinks/juice,1559
6968,free-time/books-news-magazines,1559
6969,home/plants-garden,1559
6970,drinks/beer,1560
6971,drinks/non-alcoholic-beer,1560
6972,home/plants-garden,1560
6973,drinks/alcohol,1561
6974,home/accessories,1561
6975,fruits-veg/fruit,1561
6976,meat/fish,1562
6977,baby/supplies-hygiene,1562
6978,snacks/sweet,1562
6979,drinks/alcohol,1563
6980,dairy/butter,1563
6981,dairy/lact-free,1563
6982,basic/canned-fruits-vegetable,1564
6983,health/vitamins-ointments,1564
6984,health/medical-supplies,1564
6985,fruits-veg/vegetable,1565
6986,basic/spices,1565
6987,snacks/salty,1565
6988,home/accessories,1566
6989,pastry/salty,1566
6990,dairy/joghurts,1566
6991,basic/tea-coffee-soups,1567
6992,home/maintenence,1567
