id,receipt_id,ico,cash_register_code,issue_date,create_date,customer_id,dic,ic_dph,invoice_number,okp,paragon,paragon_number,receipt_number,type,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced,exemption,org_building_number,org_country,org_dic,org_ic_dph,org_ico,org_municipality,org_name,org_postal_code,org_property_registration_number,org_street_name,org_vat_payer,unit_building_number,unit_cash_register_code,unit_country,unit_municipality,unit_postal_code,unit_property_registration_number,unit_street_name,unit_name,unit_type,pkp,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by
256,O-251A32EE1B3F4AD59A32EE1B3F4AD50F,53511794,88821214040650003,22.07.2023 18:42:15,22.07.2023 18:42:15,,2121404065,SK2121404065,,d4a3f501-aaed8897-daf15be8-4ffe0033-e40680af,b'\x00',,2441,PD,19.21,0.0,23.05,0.0,3.84,0.0,20.0,10.0,b'\x00',1,Slovensko,2121404065,SK2121404065,53511794,Bratislava - mestská časť Petržalka,Pub Carla s.r.o.,,,Ovsištské námestie,b'\x01',,88821214040650003,Slovensko,Bratislava - mestská časť Petržalka,85104,1,Ovsištské námestie,,STANDARD,TDc6HLS5OK7ZPi69yqXoiMSKl4LnZpcuA2+V2A7867uUEK/jP/YliLw1mPWsPdrSq9G3UMmhOJS0qTJBtjToMpcUtA1zlHA1QKNlYVxQY8li9YkFJjkcgsEs9HyvAGHHGTz6hg+QZDyUp6nCtSDZbdKLLZY67FEzc68yx5vpn32KkB/FXpRpMVb/ajuGShNNq2amnjdMf9dnoY7s9oxbimHCCN5HFnGxVojyY2kxUNtP2dRuSyh/iFxfZX5eotNOXHWMexfq9JW2rdeYjAz1HpmArZgYogWTmZAv/FVXm6onx7BZGVqqs68O/so8uAol1ZJnzwscpz1fcd3aMiyAOw==,Stravovanie/null,31,35,2023-12-08 09:25:21,2023-12-08 09:25:21,7,7
259,O-87E6BCAF53AB4733A6BCAF53AB5733D9,35793783,88820202794151806,29.06.2023 11:04:22,29.06.2023 11:04:22,,2020279415,SK2020279415,,928B8DD6-8348935D-4825BC20-06287355-3EFD702C,b'\x00',,14683,PD,67.69,3.39,88.56,3.6,13.54,0.34,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',57A,88820202794151806,Slovensko,Bratislava,82109,16260,Trenčianska II.,,STANDARD,bbVhFHZ0vP5IbQzmepkeJDExdgVuzISQ4574kWMj+R+3wia0kiGpskx2aiZlHuRqZOVKpVA5nbUG9ftAYfxRf4FOmNat/Cze8fiVeZ1LIaB9b3T+xad5GMHpAUn3jUIlUcfErJi4OqJBAHCbKgSn8lwLvU5uUYiCqgaJNTOzBCkT0QxvYDL7j6QrcwF9hBGuN2o5VgLxxY0cUXveqQn+mMVVo64PhFxfDugR+6G99uoV5NafkQxVASFg31UIoNYOsNzeMcRUgdbcJPfvwQNNt68Z/8Ce2RgEcOe0V32GkGLfpI6hFu2injZ839LMhDwJG9vMVxPHnA+j81rNpcEiYw==,Stravovanie/null,3,11,2023-12-08 09:27:49,2023-12-08 09:27:49,7,7
261,O-4974F0E512F84490B4F0E512F8E49065,44895402,88820228627540002,01.08.2023 12:46:16,01.08.2023 12:46:16,,2022862754,SK2022862754,,f5085b30-a915cc32-3cabdecf-90919a71-a1b470d4,b'\x00',,18,PD,0.0,22.45,24.7,0.0,0.0,2.25,20.0,10.0,b'\x00',A,Slovensko,2022862754,SK2022862754,44895402,Bratislava - mestská časť Ružinov,"JUVIK, s. r. o.",,5,Dulovo námestie,b'\x01',,88820228627540002,,,,,,,PORTABLE,eHVzfGghmOaJR/mS5Rt1YrsdctssD5cu8VtGHQAQHwvRcByNSguucPNshdnAQWXfmkdc161mKRiFf6kDCS6tvWFBdFnqsDcHAsnXXZgPHtgizELXsrESuoxBeTEn9Zbja9tc6UaOyRKLapy8boFltiUJ2k7zoY3hNwD4Gdt0MHW0KjxMnneCLfkeZjLTu0Mr2dALVOaO2Mq8rHZ+a2CreZjm+UxutX68vWFqhNqkErQkjpOQ6dFZGinyDpZ65Db7nOyStRrmRdp04/Z9DF2ATEQ5T98cuo9N5C8JrhXRogZuD5st6x8ophoo3yCf8jqh5j11IUSxQ/doNZU7HCyd+A==,Stravovanie/null,84,97,2023-12-08 09:28:25,2023-12-08 09:28:25,7,7
263,O-E79083979D5C442F9083979D5CF42FBC,36563323,88820218676500004,12.07.2023 17:05:26,12.07.2023 17:05:26,,2021867650,SK2021867650,,a66a19cc-36fdc3b4-a233e9ef-db8590d1-858ad818,b'\x00',,1807,PD,8.32,0.0,9.99,,1.67,0.0,20.0,10.0,b'\x00',,Slovensko,2021867650,SK2021867650,36563323,Podlužany,"INFINITY team, s.r.o.",,1,Podlužany,b'\x01',,88820218676500004,Slovensko,Bratislava- Ružinov,82109,5A,Mlynské nivy,,STANDARD,p+/xsmNgIZ/WG//LvKhNjCtzVKz0CO9v6C3zwj8b63ogXlXus702Qr86pnrqmsWTn4KkY7BI2pL7djReuW5TaKelLh/sTkk1iEGd2budxV5LZ+AzdGn1JBgvzUGxOfGLbcBBeoFW37ZG0ISpaJ+jFqrmoYOQaFV+/r8byro1vm/naQBsASKXMyKLDmHv/2+YISNDwQhWj1c8MqqYGykyKMdnS4+6Zmqu5nF8diueV0DHTVg5wxubGJ2nRPTEj4LUL6woONjqrd4UIPffdCjuFZAlPlHSOcvWPg1gA2opRGT51JoFyyK23ZoQ60rMIzwXG3nAnnzdrSqroT6l4K2TUw==,Bývanie a energie/null,100,116,2023-12-08 09:28:57,2023-12-08 09:29:46,7,7
264,O-7BCBB4D14AA74A418BB4D14AA7AA4151,36751073,88820223664780001,06.07.2023 10:45:23,06.07.2023 10:45:23,,2022366478,SK2022366478,,D1D0A4DF-F66183C2-62F26F2C-6E319BFB-E015D02B,b'\x00',,82,PD,19.25,,23.1,,3.85,,20.0,,b'\x00',,Slovensko,2022366478,SK2022366478,36751073,Bratislava - mestská časť Dúbravka,"WAD, s.r.o.",,15,Štepná,b'\x01',,88820223664780001,Slovensko,Bratislava,81105,5,Karpatská,,STANDARD,aJ5kn5fc3AuaXN0ERJyTLj2Bi/00AsRfn8WUoe/smdDAGasOrZ5i0DCmQIV+W0v5zB4sZ/q6BJMdqB4k2EjeVecgAcM/nRoaaAhAZcIbf9g2CqMoYRmoMq/IK4ZQOMWvkpsXN29qL2RGCo70kLLdP8ndL2r22j+/YNYjkSoNkcxMA33GrCFj8HhMRPukpBC1Yszf8OTyd1uTv6V41lSVxQyneMrhKqo4qstmZLK82Zv4jX+j/1asVQatmMJGjt+rouzLGyHfdqBFN6FsimjhdZo/l6YbETs40SdjXV1u61HMeNrb1L60CnaBRG6fOopdS6xQuDWqwuKrYUct4iy7+A==,Zábava a oddych/null,101,117,2023-12-08 09:29:57,2023-12-08 09:30:19,7,7
265,O-1D3333C56BAE40EBB333C56BAE40EB9A,44895402,88820228627540002,13.07.2023 17:27:44,13.07.2023 17:27:44,,2022862754,SK2022862754,,80c7800d-7f8feee3-977fd761-ec1fae92-73c04f04,b'\x00',,74,PD,0.0,23.09,25.4,0.0,0.0,2.31,20.0,10.0,b'\x00',A,Slovensko,2022862754,SK2022862754,44895402,Bratislava - mestská časť Ružinov,"JUVIK, s. r. o.",,5,Dulovo námestie,b'\x01',,88820228627540002,,,,,,,PORTABLE,HH3cDu/8L3C6KJn67uUvQSVnJ54oN5RtTDU4lgOIcHgkiJzZofhl8TwWYTOlByqKQP0EKEIyJhKwSAZpOmRaEcN/yTHv2dZ12w6USQ1YGND+AejjmupPBURCjHJurCt6S6ou1X+bXOhHpLngNHl68kP8Sj0coS6oprt0pDO8PBJUMC1SCukp3pj7dGO+0tpf8sej5WfJcCnduOgGmvvXukK5CndC38jZNIwXix5WVGjX2hydxBbVrbyayRrB6e3dB0wXOmp0fU9Q+j57hz21ZCYEWvQll5Zw0yYSg4dVc2Nue/2Hcx3s+fXA758PgZHdO/mlFlfc+TFEPsg1RgTPhw==,Stravovanie/null,84,97,2023-12-10 11:26:36,2023-12-10 11:26:36,7,7
266,O-20F09D27252B4A39B09D27252B4A3919,47658827,88820240475420009,28.06.2023 18:21:35,28.06.2023 18:21:35,,2024047542,SK2024047542,,69f52e27-2b027898-523855f6-091b1722-d545dd5b,b'\x00',,4362,PD,14.67,0.0,17.6,0.0,2.93,0.0,20.0,10.0,b'\x00',2,Slovensko,2024047542,SK2024047542,47658827,Bratislava - mestská časť Ružinov,Decathlon SK s. r. o.,,,Pri letisku,b'\x01',,88820240475420009,Slovensko,Bratislava,81109,8,Pribinova,,STANDARD,EY91KZPWogSQJYKqppq5tI1uxApZvkn6qGzWxJWwFbRMCD9SwIdc8OX87+MNSFvP6aqiYN4sQE1rUIhJp4LcZ9LO7s3H9mive7LiJSqcdRsvb9p2JD0M44sQRgo9q1G1HMtNgPyNG40nwZqci7fO5wOG4/WC8D3sD6Y8BCY7QQn/iaue4gId364wRxOOLcngXeJUTLkGvq2l5AoHblhMEf5W4xDCqktIeYu+V3309E8rqhJ74o91VxJ2sZrsSWVPhT1yq7r5CQRL6TPW8xAr+HoS8WVFvUQ0+OI5l3aayFypGpXtXaYpxP1Nxh/wLXYjO5nhXJmFPUIbFcdSgX7FqA==,Zábava a oddych/null,75,85,2023-12-10 11:26:50,2023-12-10 11:27:07,7,7
267,O-278B20E9994B4DCD8B20E9994B3DCDD1,44895402,88820228627540002,02.08.2023 13:56:25,02.08.2023 13:56:25,,2022862754,SK2022862754,,daf37328-cbb5578a-87ee5eb3-fba4a391-54c16100,b'\x00',,107,PD,0.0,8.55,9.4,0.0,0.0,0.85,20.0,10.0,b'\x00',A,Slovensko,2022862754,SK2022862754,44895402,Bratislava - mestská časť Ružinov,"JUVIK, s. r. o.",,5,Dulovo námestie,b'\x01',,88820228627540002,,,,,,,PORTABLE,YU3FdMZzpqxC/L2m/HuMWmAH4zlhPCcgA/V1QNbUKZVnXUkhtAjSQc8RO8DHZu1wJBiDIVKBdUMXT2o1Swxdrh3LHd+8xMo8/HuN80ib+uJt3t4VfLiXW/dctl64Q8ZRwxAj5IFAdY+N5+6kPFcJ5VVc1RsV5REvE9iXzjYiL/M2WaPcTvSR4KxNwqekynj6TNYuv2jIXtIvasNj+23WKTZf5a4jH8YzIT9+EBHu/CVyYQBQV8qwVpDFF53KguAKGnCbdUpSc2sUg/02EX/SBqVDUd6mtBe5bYlY7OmZEQdLisWyYzzd/D1zAzSGY0NuXZALjrXKj35DymovUL9AEg==,Stravovanie/null,84,97,2023-12-10 11:28:35,2023-12-10 11:28:35,7,7
268,O-EDCACF2ADA8F49BE8ACF2ADA8FE9BE18,35839228,88820202624420007,22.07.2023 14:42:08,22.07.2023 14:42:08,,2020262442,SK2020262442,,c89239d1-345b02d6-fd412aaf-78c3e9f0-1fa069c7,b'\x00',,604,PD,0.0,6.36,7.0,0.0,0.0,0.64,20.0,10.0,b'\x00',,Slovensko,2020262442,SK2020262442,35839228,Bratislava - mestská časť Staré Mesto,"Slovenská plavba a prístavy - lodná osobná doprava, a.s.",,2,Fajnorovo nábrežie,b'\x01',,88820202624420007,Slovensko,Bratislava,81102,2,Fajnorovo nábrežie,,STANDARD,eWgavewFqZTXRyCRs4rWTZYTxgWUm76VPA2lZPYrjRNHq63UGiJS0hJFRbaliibLu75FvM2aCzSd4bZyC0m6L7+am6SztcxbwLTn0sLb5Oo3bxzQ2+YWzh+boKcx9wJWNOTaIWlvtwEiVIiqfttalPx92yGBa8eaSDr09LK5AGOb86BmmoLrT3OhYTfs2rs/Kclj2aRWhacnQOfTwtQraA5VVmlVgNkXkfJdg88R3iOGx1FKz8KbSBYuHcX+09XOKSL9mP6O/cStTsqymlYxTz0+yeaZTxLTSUnrO7PWEpFbKwwgkgFRdJe/SWo9hdbpDFHZaoEDYvYFZ5nQ94jyiQ==,,104,118,2023-12-10 11:29:02,2023-12-10 11:29:02,7,7
269,O-951552659A10482A9552659A10782AFA,35839228,88820202624420007,22.07.2023 15:18:13,22.07.2023 15:18:13,,2020262442,SK2020262442,,958bf043-ac6c5029-fd332d02-42c59c23-4bb26044,b'\x00',,618,PD,0.0,2.27,2.5,0.0,0.0,0.23,20.0,10.0,b'\x00',,Slovensko,2020262442,SK2020262442,35839228,Bratislava - mestská časť Staré Mesto,"Slovenská plavba a prístavy - lodná osobná doprava, a.s.",,2,Fajnorovo nábrežie,b'\x01',,88820202624420007,Slovensko,Bratislava,81102,2,Fajnorovo nábrežie,,STANDARD,Qi5O8hNO68uxOXP2d3G4g5CxfjhWX77FAnN2tAxXJwjhgxJqmCl7Zv/+ACwmBLy8SYqtAE5Iny0qi0FC7hnUxqdELRNKFPtBWuYq2oa3Ld/f5i9/G5fBnRjfWsQPG14zUiwzX0cX32WpNoQxAxuq4hJYZ7F2yuUNRnmk2JFSyVpJgbSL6/qMAlpcqDXJyh1VYFs20ahoJBwGMvjAES7Q7RQ/bnPBKvSa2pmhM6C2PNklP52S0HQbHCCpwFQX81XeKfElKgw7KdXoPkzt3FBsB6Sp2Tiu80fYsAo8eKo1HrNOzqtH7Ssra4Pf2JTE2Y2qszeNE+fYRx/kj/f6pgOBLQ==,,104,118,2023-12-10 11:29:54,2023-12-10 11:29:54,7,7
270,O-DA7C206000F74532BC206000F79532B1,47205083,88820238034520001,26.06.2023 10:13:32,26.06.2023 10:13:32,,2023803452,SK2023803452,,731a0e08-0e7114eb-31600e0c-f6d79384-8c62ac7c,b'\x00',,2266,PD,3.41,17.85,23.72,,0.68,1.78,20.0,10.0,b'\x00',1,Slovensko,2023803452,SK2023803452,47205083,Bratislava - mestská časť Dúbravka,EFLEK s. r. o.,,2626,Plachého,b'\x01',56,88820238034520001,Slovensko,Bratislava,82108,,Košická,,STANDARD,kA915AOB2wu7s2+04cPVezKd6cK8BT/vtX2xYzAzsZ0Yce75qI6PaFENOg1RfQVRIGvIF1CiefZiWP/VmLASekvWlSNGqS3uppbIZoCPXNAb2vqraq2cIsqj/x3H//cOegxmAe9SWRKgP9NkULA17kOhkZjV4lM1XW9MkSj3YAs3B9ljY+qlilR8O2hcE0S4KfbTV1onDLYG9CPAflqgl6QvUTOoAPhJ5tpg/w+AaaX6M40kpPWQc1be2Ga3xZjcG5OHAHeDhRrUdUNjiNTUBtknDNxIAt2Od5asnPhft6PEOubS5iNCcfDpVrRghvwP43b+XLaGPzHZ5N8IYQcNAA==,Zdravie a osobná starostlivosť/null,19,24,2023-12-10 11:30:09,2023-12-10 11:30:09,7,7
271,O-CD695A0805E941F3A95A0805E971F38D,36298883,88820201747060010,01.08.2023 09:56:19,01.08.2023 09:56:19,,2020174706,SK2020174706,,2b4fbce7-9bfbd5d7-8f334504-8d6916ce-2761bdf5,b'\x00',,195,PD,33.35,0.0,40.02,0.0,6.67,0.0,20.0,10.0,b'\x00',,Slovensko,2020174706,SK2020174706,36298883,Veľké Bierovce,"DALITRANS, s.r.o.",,266,Veľké Bierovce,b'\x01',,88820201747060010,Slovensko,Šaštín - Stráže,90841,487,M. R. Štefánika,,STANDARD,Z74ejQwhrtnWdSkOgMTlU78asP0DDx1HJIwXVnVn8OMy4RbNLwjw7DwFvaXXuFIofbJZ8UcwuRYjmb9k5hUGDpVuJkTidgokddjVocot7g5XbIlNVKHy+5J66KNxAM2A/b1+9XkO2bu7gMMu2Ai0HFJyJJcwXgaDUg69mdSbrC93Jn6q2VnS/PnW8UzpZBF6bSQJhJgLrffyKRoJ5Y+srdVdU1B8KTqkv9aEhwDPWNxnSsIt1K3xaDvAOXSKXCDR+CE686qem3F85GcPuk5UwyzKt8V+9QIbwRB/xdwJrO3Zb77tJicROltZGmnxh8z7REJGirCiALI0LouJSNp91A==,Auto-moto/null,18,22,2023-12-10 11:30:36,2023-12-10 11:30:36,7,7
272,O-B4E977AEE9354215A977AEE935D21502,45737932,88820234782590004,14.10.2023 12:11:12,14.10.2023 12:11:12,,2023478259,SK2023478259,,2f673e13-2e9cc10e-a17a45e0-3e1c9379-ed010100,b'\x00',,751,PD,,32.0,35.2,,,3.2,,10.0,b'\x00',2,Slovensko,2023478259,SK2023478259,45737932,Bratislava - mestská časť Rusovce,"DANUBIANA - Centrum moderného umenia, n. o.",,1632,Hadriánova,b'\x01',,88820234782590004,Slovensko,Bratislava,85101,1,Vodné dielo Čunovo,,STANDARD,Mif9QmeY1fPZa77g8zhAshxRtnqB+RVBJ0x3juDBJQxxyJqtVnLeM9yWwS0dnaM27NRO6vhsRArb6mfcrg/enbs0PhE0/9vxOGRariAU5IZ+TRKw62hjQ9qH91aSr9G14QT4x4JuWpdrZbHlO0dWNFsyj/F9YAZTEa8PI2yUotU0XhgAdznXwCT7HhQxX6Y4urEHK9StJoIVW1YlpXzWHmjUIrvLueX1/B827eFLnLneD+PozLVLDS1/Pw5Zgwl14b/hbFWZQ123D9mw/EUAGJAFnhCGNOXSHu/PKX12qvqikR+ijwpB52+Z2UljW78ptgAHz5VQ2i0RrXxMkGdbbA==,Stravovanie/null,80,92,2023-12-10 11:32:39,2023-12-10 11:32:44,7,7
273,O-9721E64EBE7F45ABA1E64EBE7FD5AB60,44895402,88820228627540002,08.07.2023 13:34:36,08.07.2023 13:34:36,,2022862754,SK2022862754,,f9ed59f1-06e74b4c-d81578ec-a90af1c8-e71112d7,b'\x00',,446,PD,0.0,47.09,51.8,0.0,0.0,4.71,20.0,10.0,b'\x00',A,Slovensko,2022862754,SK2022862754,44895402,Bratislava - mestská časť Ružinov,"JUVIK, s. r. o.",,5,Dulovo námestie,b'\x01',,88820228627540002,,,,,,,PORTABLE,TKKC7qT/1bPTR6k3frI1X67bT4zjWcdO/WD9SqmGV6zIu5QZkivmSFpuGspDxtv0Q1n1S47Lbfn5CGvJ5WfFXI779BWyk3+8eOi9R/QAf7NUlCJVU0d+m3ngHB/uHhRrooTxl4TNV1pIBAP6lBw7sY7sOUGNRx6hnQb8os1zVC4SO8jiSn5JuaKKyiVvMInzVfhrYdMfqj6uyNDEQSbuytloQzl9y1H1cxn6OwodaCdYAWn0l4NygnS2Up/67BeyJ8rdVkoa14jl1RvG+ixIawCXBBKr5cEiZJn0WFygQLeCo8ZYBfNh78S8DzNlUkmzMZmCDv/56evIpaJSqrNuRg==,Stravovanie/null,84,97,2023-12-10 11:33:07,2023-12-10 11:33:07,7,7
274,O-194D739EE6014A088D739EE601AA08A9,35793783,88820202794152761,11.12.2023 10:05:04,11.12.2023 10:05:04,,2020279415,SK2020279415,,B22797BA-85E68265-0E7AAD14-8962461A-E0DB9963,b'\x00',,4610,PD,6.48,0.0,7.78,0.0,1.3,0.0,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',,88820202794152761,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,MyUKbzs0KcUOx339gyS45I9spV/itrV4+tUK+/E8+JfCARJ3k8Ir5LfDjsJoXyHNuiK5wJlQkSqWQ0aSV1clQDdopOVJ7wzmlz+yPc9Hcskghp8u0R4wp6yBVEpkzRD9ZS4EP72dlOUsVJRe7TmoWijGKNaPD1DA5gpH8l8ED/dXQk7HR9nsauBMDDhMaLOg2BsjxyvQdOZwCKBqFxZSt3reyatUS8uQ/zO4rHEo6q0/vOuUO0rzSyO6i+QVmkbV9OPjVbdbc2zuBpyKhvHUEOPLb8qsNCOR5YYlVEQPZBzD6/Jc+e8fKvUY97A0woe7/ZkjMnBqN6TQlVUh35dXFQ==,Stravovanie/null,3,10,2023-12-12 07:27:18,2023-12-12 07:27:18,7,7
275,O-86E07C17D1E6474BA07C17D1E6174B35,47365579,88820238525010015,11.12.2023 10:27:32,11.12.2023 10:27:32,,2023852501,,,f808f1ba-909fa73c-87f30b7b-425eb925-5f2a2896,b'\x00',,546,PD,,,30.0,30.0,,,,,b'\x00',,Slovensko,2023852501,,47365579,Bratislava - mestská časť Petržalka,PAG investment s.r.o.,,6a,Nám. Hraničiarov,b'\x00',,88820238525010015,Slovensko,Bratislava,84101,27,Drobného,,STANDARD,mh/idnHgFrjGP6IG481lJOyNL44LRAL+0uVJzTHVIliz5JgeBp5xa8zc8zlc0uUFMRCnI5Io82EtTn7cBrdAl6xeFDSGNmThxzXLuY67uyni2/bHetQJJSgO382JtnCiaWyibwpNeoEEG1RDxmnCGZQpqCtZTdkw4aQoZK7BJ3xEWky9Isn1g8DOBlatecEzP33dgkkZTqkIXciHCfi+ULX+BeR1lxx4Bdw/VaNPiNdfVbmE/GRU5+YV7Ht1lZ9VkqD7oedIsJTmmgLMHzMGhXOFSJnRzx6fnd+lpOQEZlKR1bc2Q8TIG+FpN4X6esYoTfgRR04JUSS/BXWusa1Ybw==,,106,119,2023-12-12 07:27:27,2023-12-12 07:27:27,7,7
276,O-536C4F78E1FE4DB2AC4F78E1FEADB2DE,35793783,88820202794152465,11.12.2023 10:04:03,11.12.2023 10:04:03,,2020279415,SK2020279415,,023D1F3B-A2A9A6E3-5A9847D3-4EF636FB-4F06B03B,b'\x00',,10140,PD,27.52,10.69,44.78,0.0,5.5,1.07,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',,88820202794152465,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,DO0qXPQCZztV0jPlI/Sk8z9bjQHDGysM/EpWEYRNoT43YPlCGCBMtVYaW9mpIlqrSVP1UY2OyZw3XuS2E//fO5LOtn1BrCZpk6uq97/zfR3d8YgJH/hpq6Wk9X7wAj7cv7+iLjZUNuj43VFnqqHQhS8ZMLqMNvoDM49UJGEIvk06RCnwmOfY0tSbZ+79wVJN6B1iIqYPjU+DWo8yDc+u3xaccxUQjucXLz12mQzumXTr9l8bk3DsNpXlU3gpEC/14ejXHP3fJ3jl5KZTrbQdQ6WWtnjFkQhnSOMgWtb1uDrMJ1WOdtNN1wM42M54FCJiW3bl0UReas80897TN0hp7w==,Stravovanie/null,3,10,2023-12-12 07:28:17,2023-12-12 07:28:17,7,7
277,O-8CD3DA32A005406193DA32A005E06165,36787507,88820223867290209,11.12.2023 10:16:37,11.12.2023 10:16:37,,2022386729,SK2022386729,,04D9F151-4A4CD9D8-F07C8292-61063CB7-632F38A7,b'\x00',,4994,PD,18.69,0.0,22.43,0.0,3.74,0.0,20.0,10.0,b'\x00',,Slovensko,2022386729,SK2022386729,36787507,Banská Bystrica,"LPP Slovakia, s.r.o.",,9,Janka Kráľa,b'\x01',,88820223867290209,Slovensko,Bratislava,82109,3,"NIVY Centrum, Mlynské Nivy",,STANDARD,B3S22tKA/15LX4Gq94Jp2v0kO/Z3n22WuyXA+SRTQzkOA21DPJWNN/5bavwcHDkcwoHEflsLH/Zcu1OuXVnb91HctDWaFXtW4D7ydT7aeeA+wVwldNIYqXESOMf/SZEKsZGBrrV6Y+JvYx9cQAPo4uAF85maKSHJB0j7IGqMskC61pybb2tzZJeAp6DQgnfrTTxUVSzV1kbsvzPF6mzTel2OTcy6V25iq1JjTSweJpJd7AxQmIuONrKzovd+XX8Oln6fLo7TxHoF46yzA9KdcOLKTk/Jo8T8Xlgs8I8dBsCXhXL5JVOax2wX7OE4XUfZ7LopdOxjBNK7WxUP7Qvvmw==,,107,120,2023-12-12 07:28:24,2023-12-12 07:28:24,7,7
278,O-96FBECCF0D8D45B4BBECCF0D8D05B463,35838949,88820202626840008,10.12.2023 19:03:24,10.12.2023 19:03:24,,2020262684,SK2020262684,,0A2D539E-5984B355-6569A12C-54FF33AF-22C15DFB,b'\x00',,2551,PD,149.7,0.0,179.64,0.0,29.94,0.0,20.0,10.0,b'\x00',,Slovensko,2020262684,SK2020262684,35838949,Bratislava - mestská časť Ružinov,HORNBACH - Baumarkt SK spol. s r.o.,,9,Galvaniho,b'\x01',,88820202626840008,Slovensko,Bratislava,84107,7179,Devínska Nová Ves,,STANDARD,f61IPKee212CaIvpmvNCqi0OMsG0/NxY8bKSkEMSeZ5lxcQSWzXb26Q6Te25eHhCXUOyDlLWtbxLRlsuomxo7y4PruQz0mrVdbSegirlZDVnWpezn+ABhxWvhU4X4ZmpA+rEt3yki2N9nTFXgbqkrI7DriG1huDczEMRqwkpcLfDzgBHkJfoWHrTF6tV5Med2t9r/8Rto0A2nbq5aYn8sqI39gpivFaLu4ECd2rDWtvd8YHKYBcHLnGLzDuqSHGAEcSJbxQVbQyiREI6E7SUizXkSSWXacKnaK5GQCnTKdbr8rIE+wdbVVTU8TNS68NB+THdmDq07CYasPQqYTGgBg==,Bývanie a energie/null,47,53,2023-12-12 07:29:12,2023-12-12 07:29:12,7,7
279,O-47C8BA85F24E413C88BA85F24E113C39,46027955,88820231894540001,08.12.2023 13:44:39,08.12.2023 13:44:39,,2023189454,SK2023189454,,157f97b7-834d5df9-bbfd10cb-f40bc71f-a62fd4cb,b'\x00',,498,PD,13.25,,15.9,,2.65,,20.0,,b'\x00',82,Slovensko,2023189454,SK2023189454,46027955,Senica,KOTVIČKA s.r.o.,,1371,Kolónia,b'\x01',,88820231894540001,Slovensko,Šaštín Stráže,90841,941,Novoveská,,STANDARD,eXppwLcmIMFLnhs2CYg+6XhektRUWFgB6Qi6TlWqsP+m/FRE4nxMXD+EVT6KleRb+5y1sbWyGjDgE8WuEf3ylIVEqH/+l/ae2r+WKEqDsFVuf0ST4EFwZiHGKZJIKo9b02O1ecdKiDzxKu0jvXvejb3fBDWtMQREdHiioFWiERBLPnNg+v8RMWX5sZjXHKH+XxbYwyC9BhUfdbz++sV5ETjpJqb0MYNOC12VL1NpM5CcEi9zAE04J9ZZWKaNCCmE/6IS3m8w3uhyF6TbZKSjCGJWkUvdqRtvuHh8vUu4QMh721GfMtng+UkqIAxWvlXaM06uwGcpt9yc2fIBunXikw==,Stravovanie/null,44,50,2023-12-12 07:29:47,2023-12-12 07:29:47,7,7
280,O-FEF78CB6086D42AFB78CB6086DB2AFE6,35814586,88820202022940007,09.12.2023 11:31:15,09.12.2023 11:31:15,,2020202294,SK2020202294,PK1502301089,7B4294E5-9492F500-A217D661-3A41674F-7FC2C638,b'\x00',,85,UF,,,24.55,,,,,,b'\x00',,Slovensko,2020202294,SK2020202294,35814586,Bratislava - mestská časť Nové Mesto,"Ptáček - veľkoobchod, a. s.",,140,Vajnorská,b'\x01',120,88820202022940007,Slovensko,Senica,90501,363,Železničná,"PTÁČEK - veľkoobchod, a.s.",STANDARD,DHg30vxUlm2WsMhvGJZAQk+H7aCyUENZPluiFxtqRi6GLokbjMXa0hMXEyONbIAkCaCHOYnnPI0iBv7g/59ijYm5aHoELnOlmMau/8iVhTA1rq3A4RAAYS0oCSAPwfBjWsNoJ4PgMmNUEKyUzCbQ47edOylUPEE7jkIfkPbiMXycTBCds8nsNw1I39QUWb8VAJf0CftBCOLQ3sjRXAR5mTca6TMfflDR+jJgdakUKTAMm9sFcaNYO+UDOQf6Vn6BEO6b4khJlHuhiZeERajlqnup1sozXm+FB2yRsAptz5Eg1v7VExejN8wjfHpyKsXwlfuHYIqZVPgCfTP43mHu9w==,Bývanie a energie/null,108,121,2023-12-12 07:30:18,2023-12-12 07:30:26,7,7
