id,name,item_type,price,vat_rate,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden
869,390604 Dá ponožky   ,K,3.99,20.0,snacks/sweet,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
870,Lístkové cesto XXL  ,K,0.99,20.0,basic/baking,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
871,Kur. poliev. zmes   ,K,2.4864376130198913,10.0,meat/meat,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
872,Šproty-par.om.170g  ,K,0.89,20.0,home/office,3,10,2023-12-06 20:02:25,2024-01-30 09:39:52,7,system,b'\x00'
873,Sleď.fil.-par.170g  ,K,1.49,20.0,basic/canned-fish,3,10,2023-12-06 20:02:25,2024-01-30 08:56:48,7,7,b'\x01'
874,Smot. nátierka XXL  ,K,1.15,20.0,basic/spread,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
875,Stopkový zeler      ,K,1.59,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
876,Špagety 500g        ,K,0.69,20.0,basic/pasta,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
877,Hniezda             ,K,0.99,20.0,home/accessories,3,10,2023-12-06 20:02:25,2023-12-06 20:02:25,7,system,b'\x00'
878,Donut jahodový      ,K,0.79,20.0,pastry/sweet,3,10,2023-12-06 20:02:25,2023-12-06 20:02:26,7,system,b'\x00'
879,Závin mak           ,K,1.99,20.0,pastry/sweet,3,10,2023-12-06 20:02:25,2023-12-06 20:02:26,7,system,b'\x00'
880,Závin orech         ,K,1.99,20.0,basic/spices,3,10,2023-12-06 20:02:25,2023-12-06 20:02:26,7,system,b'\x00'
881,Bio banány          ,K,1.9916142557651992,20.0,fruits-veg/fruit,3,10,2023-12-06 20:02:25,2023-12-06 20:02:26,7,system,b'\x00'
882,2D dieta,K,7.8,20.0,home/plants-garden,46,52,2023-12-06 20:02:34,2023-12-06 20:02:34,7,system,b'\x00'
883,2D dospely,K,8.8,20.0,home/office,46,52,2023-12-06 20:02:34,2023-12-06 20:02:34,7,system,b'\x00'
884,Svietidlo nástenné  ,K,9.95,20.0,basic/baking,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
885,HG odstraňovač pachu,K,6.45,20.0,home/plants-garden,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
886,HG extra silný čisti,K,7.99,20.0,health/vitamins-ointments,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
887,Fotobatéria CR 123A ,K,3.39,20.0,home/plants-garden,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
888,LEDMED VAŇA SMD 10W ,K,8.49,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
889,Krabica rozbočovacia,K,0.52,20.0,other,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
890,Rukavice DICK MAX LA,K,1.98,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
891,Rukavice HOBBY vel. ,K,2.99,20.0,home/accessories,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
892,"BUCK čierne veľ. 10""",K,0.88,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
893,"Rukavice BLADE, veľ.",K,1.56,20.0,home/accessories,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
894,Rukavice REGARD v.10,K,2.48,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
895,Rukavice GINO veľ. 1,K,2.3,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2024-10-24 11:29:42,7,system,b'\x00'
896,TMEL STREŠNÝ 300 ML ,K,3.25,20.0,fruits-veg/fruit,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
897,Tulipán Dazzling Spr,K,3.75,20.0,home/cleaning,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
898,FSS trávnik do tieňu na suché plochy 1kg,K,9.59,20.0,home/maintenence,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
899,Big Box- Tulipány Ro,K,8.99,20.0,basic/canned-fruits-vegetable,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
900,OBO škatuľa odbočná ,K,1.69,20.0,dairy/joghurts,47,53,2023-12-06 20:03:42,2023-12-06 20:03:42,7,system,b'\x00'
901,32937301            ,K,2.5,20.0,fruits-veg/fruit,48,54,2023-12-06 20:07:18,2023-12-06 20:07:18,7,system,b'\x00'
902,59678602            ,K,6.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:07:18,2023-12-06 20:07:18,7,system,b'\x00'
903,35059001            ,K,3.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:07:18,2023-12-06 20:07:18,7,system,b'\x00'
904,"Cement uni 32,5 hranice 25kg",K,4.75,20.0,home/maintenence,49,55,2023-12-06 20:08:13,2023-12-06 20:08:13,7,system,b'\x00'
905,KAVA CREMA ESPR ZRNK 500g,K,8.99,20.0,basic/tea-coffee-soups,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
906,COOP CUK  XICHTIKY 100g,K,0.95,20.0,snacks/sweet,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
907,COOP CEST REZ SIR 4V 250g,K,1.05,20.0,health/vitamins-ointments,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
908,SOJ NAPOJ B&F COCONUT 1l,K,2.05,20.0,dairy/milk,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
909,PEC KAPUSTNIK 120g,K,1.19,20.0,basic/wheat-legumes,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
910,PEC PLETENKA 160g,K,0.69,20.0,pastry/sweet,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
911,PEC BAG DEBRECINKA 210g,K,2.99,20.0,pastry/basic,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
912,OZ BANANY,K,1.393939393939394,20.0,fruits-veg/fruit,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
913,OBL MILKA TEND ML 37g,K,0.85,20.0,snacks/sweet,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
914,OBL MILKA TEND OR 37g,K,0.85,20.0,snacks/sweet,22,56,2023-12-06 20:08:25,2023-12-06 20:08:26,7,system,b'\x00'
915,dobrovoľné očkovanie,K,10.0,0.0,free-time/books-news-magazines,50,57,2023-12-06 20:08:32,2023-12-06 20:08:32,7,system,b'\x00'
916,Balík služieb BASIC,K,25.0,0.0,fruits-veg/dried-nuts,50,57,2023-12-06 20:08:32,2023-12-06 20:08:32,7,system,b'\x00'
917,SVIHADLO S POC.,K,2.78,20.0,dairy/cheese,51,58,2023-12-06 20:08:41,2023-12-06 20:08:41,7,system,b'\x00'
918,Žemľová knedľa      ,K,1.29,20.0,pastry/other,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
919,Farm.kur.prs.rezne  ,K,8.484398216939079,10.0,meat/meat,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
920,Kyslá smotana 14%   ,K,0.79,10.0,dairy/cream,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
921,Oravská slanina     ,K,9.896551724137932,20.0,meat/smoked,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
922,Makovka             ,K,0.37000000000000005,20.0,pastry/sweet,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
923,Kaiserka cereálna   ,K,0.12,20.0,pastry/basic,3,10,2023-12-06 20:08:52,2023-12-06 20:08:52,7,system,b'\x00'
924,Taštička pizzová    ,K,0.49,20.0,pastry/salty,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
925,Panzani Kolienka    ,K,1.49,20.0,basic/pasta,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
926,Fanta pomaranč      ,K,2.0,20.0,drinks/non-alcoholic,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
927,Záloh.plechovka 4x  ,K,0.6,0.0,meat/fish,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
928,Panzani Torti       ,K,1.49,20.0,basic/pasta,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
929,Toffifee            ,K,2.59,20.0,snacks/sweet,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
930,Br. karé plátky     ,K,7.985865724381625,10.0,dairy/cheese,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
931,Kuracia šunka       ,K,1.49,20.0,meat/meat-products,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
932,Biely jogurt 1kg    ,K,1.69,10.0,dairy/joghurts,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
933,Mozzarella Mini     ,K,1.19,20.0,dairy/cheese,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
934,Toastový chlieb m.  ,K,1.59,20.0,pastry/basic,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
935,Makový slimák       ,K,0.69,20.0,pastry/sweet,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
936,Taštička marh-tvar  ,K,0.59,20.0,pastry/sweet,3,10,2023-12-06 20:09:01,2023-12-06 20:09:01,7,system,b'\x00'
937,Farm.dolné stehná   ,K,4.6835443037974684,10.0,meat/meat,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
938,Mamba               ,K,1.19,20.0,baby/fake-food,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
939,Broskyne            ,K,2.9944547134935307,20.0,fruits-veg/fruit,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
940,Ovoc.cukr.-multip.  ,K,0.35,20.0,snacks/sweet,3,10,2023-12-06 20:09:09,2024-03-18 11:25:22,7,system,b'\x00'
941,Bio šalát.uhorky    ,K,0.79,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
942,Donut Lesné ovocie  ,K,0.79,20.0,pastry/sweet,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
943,Brioška             ,K,2.79,20.0,pastry/sweet,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
944,Taštič. višňa-pud.  ,K,0.39,20.0,pastry/sweet,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
945,Rožok pľundrový     ,K,0.74,20.0,pastry/basic,3,10,2023-12-06 20:09:09,2023-12-06 20:09:09,7,system,b'\x00'
946,Roller Stabilo EASY original Pastel pastelovo zelená P +1 náplň modrá,K,9.19,20.0,drugstore/beauty,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
947,Obrus na výtvarnu výchovu 500 x 650mm mix farieb,K,2.15,20.0,drugstore/beauty,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
948,Zástera na výtvarnu Zina 22026 B,K,7.9,20.0,home/accessories,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
949,Zošit 624 linkovaný,K,0.35,20.0,pastry/sweet,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
950,"Náplň Stabilo EASY original 0,5mm modrá|3ks",K,3.15,20.0,snacks/sweet,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
951,Zošit 420 čistý,K,0.79,20.0,basic/baking,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
952,Zošit 513 linkovaný,K,0.35,20.0,pastry/sweet,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
953,Zošit 513 linkovaný Letś be Pirates,K,0.5499999999999999,20.0,baby/supplies-hygiene,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
954,Zošit 511 pomocná linka,K,0.35,20.0,free-time/books-news-magazines,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
955,Zošit 511 linkovaný,K,0.35000000000000003,20.0,pastry/sweet,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
956,Štetec plochý č.16,K,1.25,20.0,home/office,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
957,Štetec plochý č.6,K,0.7,20.0,home/office,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
958,Štetec guľatý č.12,K,1.29,20.0,meat/fish,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
959,Štetec guľatý č.7,K,0.79,20.0,meat/fish,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
960,Tuš čierny 20g,K,1.55,20.0,home/maintenence,40,45,2023-12-06 20:09:22,2023-12-06 20:09:22,7,system,b'\x00'
961,Kávová tyčinka      ,K,0.49,20.0,snacks/sweet,3,10,2023-12-06 20:09:31,2023-12-06 20:09:31,7,system,b'\x00'
962,Želé Party mix      ,K,3.49,20.0,snacks/sweet,3,10,2023-12-06 20:09:31,2023-12-06 20:09:31,7,system,b'\x00'
963,Bio detska vyziva,K,2.1,10.0,home/plants-garden,21,26,2023-12-06 20:10:01,2023-12-06 20:10:01,7,system,b'\x00'
964,"Jahoda-mata 0,4l",K,3.9,10.0,dairy/joghurts,21,26,2023-12-06 20:10:01,2023-12-06 20:10:01,7,system,b'\x00'
965,Frappe,K,3.1,10.0,basic/canned-fruits-vegetable,21,26,2023-12-06 20:10:01,2023-12-06 20:10:01,7,system,b'\x00'
966,Detské papuče (30-35),K,24.0,20.0,snacks/salty,52,59,2023-12-06 20:10:11,2023-12-06 20:10:11,7,system,b'\x00'
967,34587402            ,K,1.3,20.0,fruits-veg/fruit,48,54,2023-12-06 20:10:23,2023-12-06 20:10:23,7,system,b'\x00'
968,34978801            ,K,1.5,20.0,fruits-veg/fruit,48,54,2023-12-06 20:10:23,2023-12-06 20:10:23,7,system,b'\x00'
969,28023402            ,K,1.3,20.0,fruits-veg/fruit,48,54,2023-12-06 20:10:23,2023-12-06 20:10:23,7,system,b'\x00'
970,34959001            ,K,2.5,20.0,fruits-veg/fruit,48,54,2023-12-06 20:10:23,2023-12-06 20:10:23,7,system,b'\x00'
971,33977001            ,K,1.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:10:23,2023-12-06 20:10:23,7,system,b'\x00'
972,"Detský kufrík veľký lamino - futbal, 2023",K,16.05,20.0,baby/supplies-hygiene,5,30,2023-12-06 20:10:31,2023-12-06 20:10:31,7,system,b'\x00'
973,Zošit - Virgovič. Moje 1. čiary,K,3.32,10.0,home/accessories,5,30,2023-12-06 20:10:31,2023-12-06 20:10:31,7,system,b'\x00'
974,Zošit - Virgovič. súbor zoš. pre 1. roč.  Písmenká   6 písaniek s predtlačou ,K,8.36,10.0,dairy/joghurts,5,30,2023-12-06 20:10:31,2023-12-06 20:10:31,7,system,b'\x00'
975,Faber Castell ceruzka trojhranná GRIP HB s gumou,K,1.52,20.0,drinks/alcohol,5,30,2023-12-06 20:10:31,2024-04-29 06:23:47,7,system,b'\x00'
976,079012591000005 Balon chodíci Lama      ,K,8.29,20.0,home/decorations,45,51,2023-12-06 20:10:40,2023-12-06 20:10:40,7,system,b'\x00'
977,022009471000029 SVÍČKA č.7 zlatá        ,K,0.39,20.0,home/decorations,45,51,2023-12-06 20:10:40,2023-12-06 20:10:40,7,system,b'\x00'
978,022009471000036 SVÍČKY s puntíky barevné,K,0.99,20.0,snacks/sweet,45,51,2023-12-06 20:10:40,2023-12-06 20:10:40,7,system,b'\x00'
979,COOP*SYR NITE NEUD 100g,K,1.59,20.0,dairy/cheese,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
980,COOP SYR MOZZARELLA 125g,K,1.09,20.0,dairy/cheese,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
981,OZ UHORKA ks,K,0.69,10.0,fruits-veg/vegetable,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
982,SYR LIPTOV GOUDA PL N100g,K,1.59,20.0,dairy/cheese,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
983,COOP SYR  EIDAM BL UD 200,K,2.59,20.0,dairy/cheese,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
984,MV SUNKA AMALKA 100g,K,1.39,20.0,meat/meat-products,22,56,2023-12-06 20:10:52,2023-12-06 20:10:53,7,system,b'\x00'
985,Banány              ,K,0.9946236559139785,20.0,fruits-veg/fruit,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
986,Zľava Lidl Plus     ,Z,-0.08,20.0,home/plants-garden,3,10,2023-12-06 20:11:10,2023-12-07 00:54:28,7,system,b'\x00'
987,Birell malina-lim.  ,K,0.65,20.0,drinks/beer,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
988,Záloh. plechovka    ,K,0.15,0.0,meat/fish,3,10,2023-12-06 20:11:10,2024-10-24 11:23:19,7,system,b'\x00'
989,Múka hladka 00 1kg  ,K,0.59,20.0,basic/sugar-flour-rice,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
990,Ov.kapsička-jablko  ,K,0.65,20.0,baby/food,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
991,Čučoriedky 400g     ,K,2.99,20.0,fruits-veg/fruit,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
992,Hrozno biele        ,K,2.3857142857142857,20.0,fruits-veg/fruit,3,10,2023-12-06 20:11:10,2023-12-06 20:11:10,7,system,b'\x00'
993,60380301            ,K,1.3,20.0,fruits-veg/fruit,48,54,2023-12-06 20:11:16,2023-12-06 20:11:16,7,system,b'\x00'
994,35359403            ,K,3.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:11:16,2023-12-06 20:11:16,7,system,b'\x00'
995,35360709            ,K,3.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:11:16,2023-12-06 20:11:16,7,system,b'\x00'
996,35368102            ,K,6.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:11:16,2023-12-06 20:11:16,7,system,b'\x00'
997,34141601            ,K,1.0,20.0,fruits-veg/fruit,48,54,2023-12-06 20:11:16,2023-12-06 20:11:16,7,system,b'\x00'
998,limo dulce y caliente 1l ,K,7.5,10.0,frozen/sweet,53,60,2023-12-06 20:11:23,2023-12-06 20:11:23,7,system,b'\x00'
999,burrito vegetarianske 480g ,K,10.5,10.0,basic/soy-products,53,60,2023-12-06 20:11:23,2023-12-06 20:11:23,7,system,b'\x00'
1000,bowl carne 80g|460g ,K,10.9,10.0,drugstore/hygiene,53,60,2023-12-06 20:11:23,2023-12-06 20:11:23,7,system,b'\x00'
1001,Kaiserka špeciál    ,K,0.16,20.0,pastry/basic,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1002,Zľava Lidl Plus     ,Z,-0.4,20.0,home/plants-garden,3,10,2023-12-06 20:12:11,2023-12-07 00:54:28,7,system,b'\x00'
1003,Pirôžky malinové    ,K,1.59,20.0,pastry/sweet,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1004,Morčacie rezance    ,K,3.99,10.0,meat/meat-products,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1005,Maslo               ,K,1.39,10.0,dairy/butter,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1006,Jogurt biely XXL    ,K,1.99,10.0,dairy/joghurts,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1007,Papier na peč. XXL  ,K,1.29,20.0,home/office,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1008,Ovocný čaj jahoda   ,K,0.69,20.0,basic/tea-coffee-soups,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1009,Kúsky čokolády      ,K,1.29,20.0,pastry/sweet,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1010,Mini čok. cookies   ,K,1.19,20.0,snacks/sweet,3,10,2023-12-06 20:12:11,2023-12-06 20:12:11,7,system,b'\x00'
1011,Mrkva voľná         ,K,1.1898395721925135,20.0,fruits-veg/vegetable,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1012,Čerst.droždie 42g   ,K,0.19,20.0,basic/baking,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1013,Zubíci-van.s pišk.  ,K,0.45,10.0,pastry/sweet,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1014,Zemiaky sladké      ,K,1.495726495726496,20.0,fruits-veg/vegetable,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1015,Brokolica 750g      ,K,0.99,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1016,Banány              ,K,1.2919463087248324,20.0,fruits-veg/fruit,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1017,Čučoriedky 125g     ,K,1.19,20.0,fruits-veg/fruit,3,10,2023-12-06 20:12:11,2023-12-06 20:12:12,7,system,b'\x00'
1018,Tvarohový slimák    ,K,0.69,20.0,pastry/sweet,3,10,2023-12-06 20:12:11,2024-01-22 08:39:44,7,7,b'\x01'
1019,Bupi detske mydlo 100g                  ,K,0.75,20.0,baby/supplies-hygiene,16,49,2023-12-06 20:12:19,2023-12-06 20:12:19,7,system,b'\x00'
1020,"babylove ban.,čereš.,jab.,1             ",K,0.75,20.0,baby/supplies-hygiene,16,49,2023-12-06 20:12:19,2023-12-06 20:12:19,7,system,b'\x00'
1021,Balea tek.myd.500ml zázvor              ,K,0.75,20.0,drugstore/beauty,16,49,2023-12-06 20:12:19,2023-12-06 20:12:19,7,system,b'\x00'
1022,"babylove BIO jab,bros,ban.              ",K,0.75,20.0,baby/food,16,49,2023-12-06 20:12:19,2023-12-06 20:12:19,7,system,b'\x00'
1023,N.A! tortilla čipsy 80g                 ,K,1.95,20.0,pastry/other,16,49,2023-12-06 20:12:27,2023-12-06 20:12:27,7,system,b'\x00'
1024,BioSaurus kukur. snack 50g              ,K,0.95,20.0,dairy/joghurts,16,49,2023-12-06 20:12:27,2023-12-06 20:12:27,7,system,b'\x00'
1025,"Hami Brok, morč., cuketa 25             ",K,1.95,20.0,baby/food,16,49,2023-12-06 20:12:27,2023-12-06 20:12:27,7,system,b'\x00'
1026,dmBio špaldové praclíky 125             ,K,1.65,20.0,home/laundry,16,49,2023-12-06 20:12:27,2023-12-06 20:12:27,7,system,b'\x00'
1027,Hami zelen.príkrm 250g                  ,K,1.95,20.0,baby/food,16,49,2023-12-06 20:12:27,2023-12-06 20:12:27,7,system,b'\x00'
1028,"110004 POK:TCG:SV03-Obs.Fl.1Bl.Boost.  
",K,5.989999999999999,20.0,health/vitamins-ointments,10,13,2023-12-06 20:13:54,2023-12-06 20:13:54,7,system,b'\x00'
1029,Múka špaldová celozrnná hladká 1kg konv,K,1.8,20.0,basic/sugar-flour-rice,54,61,2023-12-06 20:13:59,2023-12-06 20:13:59,7,system,b'\x00'
1030,Nápoj kokosový nízkosacharidový 1l bio ECO,K,3.3,20.0,drinks/non-alcoholic,54,61,2023-12-06 20:13:59,2023-12-06 20:13:59,7,system,b'\x00'
1031,SOLČANKA s morskou soľou 250g,K,2.45,20.0,basic/flavoring,54,61,2023-12-06 20:13:59,2024-01-30 08:54:58,7,7,b'\x01'
1032,Citrónová kôra 11g bio BioVita,K,1.4,20.0,home/maintenence,54,61,2023-12-06 20:13:59,2023-12-06 20:13:59,7,system,b'\x00'
1033,Celaskon 100 mg ochutene tablety 1x30 ks,K,2.69,10.0,health/vitamins-ointments,26,31,2023-12-06 20:14:13,2023-12-06 20:14:13,7,system,b'\x00'
1034,Generica B komplex kvapky gtt 30ml,K,5.99,20.0,basic/tea-coffee-soups,26,31,2023-12-06 20:14:13,2023-12-06 20:14:13,7,system,b'\x00'
1035,dmBio kukur.chleb.natur                 ,K,0.95,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1036,"Sunar BIO banán, tekvica 10             ",K,1.75,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1037,dmBio Jablko banán jahoda o             ,K,1.0,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1038,"Sunar BIO jablko, banán 100             ",K,1.55,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1039,"babylove jablko,ban.,ovos,1             ",K,0.75,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1040,Sunar kašička 6M 120 g                  ,K,1.65,20.0,baby/food,16,49,2023-12-06 20:14:34,2023-12-06 20:14:34,7,system,b'\x00'
1041,Toffifee 5ks        ,K,6.95,20.0,snacks/sweet,3,10,2023-12-06 20:14:42,2023-12-06 20:14:42,7,system,b'\x00'
1042,Farm.horné stehná   ,K,4.6938775510204085,10.0,meat/meat,3,10,2023-12-06 20:14:42,2023-12-06 20:14:42,7,system,b'\x00'
1043,Farm.horné stehná   ,K,4.6977547495682215,10.0,meat/meat,3,10,2023-12-06 20:14:42,2023-12-06 20:14:42,7,system,b'\x00'
1044,Termix kakao XXL    ,K,0.79,20.0,dairy/joghurts,3,10,2023-12-06 20:14:42,2023-12-06 20:14:42,7,system,b'\x00'
1045,Maslo 250g          ,K,1.69,10.0,dairy/butter,3,10,2023-12-06 20:14:42,2023-12-06 20:14:42,7,system,b'\x00'
1046,Mrkva voľná         ,K,1.1904761904761905,20.0,fruits-veg/vegetable,3,10,2023-12-06 20:14:42,2023-12-06 20:14:43,7,system,b'\x00'
1047,Zemiaky             ,K,1.2913907284768211,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:14:42,2023-12-06 20:14:43,7,system,b'\x00'
1048,Zemiaky sladké      ,K,1.6867469879518073,20.0,fruits-veg/vegetable,3,10,2023-12-06 20:14:42,2023-12-06 20:14:43,7,system,b'\x00'
1049,Cuketa              ,K,2.4999999999999996,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:14:42,2023-12-06 20:14:43,7,system,b'\x00'
1050,Cibuľa              ,K,1.6959798994974875,10.0,fruits-veg/vegetable,3,10,2023-12-06 20:14:42,2023-12-06 20:14:43,7,system,b'\x00'
